,lat_0,lon_0,airport_name_0,airport_lat_0,airport_lon_0,vicinity_0,lat_1,lon_1,airport_name_1,airport_lat_1,airport_lon_1,vicinity_1,lat_2,lon_2,airport_name_2,airport_lat_2,airport_lon_2,vicinity_2,lat_3,lon_3,airport_name_3,airport_lat_3,airport_lon_3,vicinity_3,lat_4,lon_4,airport_name_4,airport_lat_4,airport_lon_4,vicinity_4,lat_5,lon_5,airport_name_5,airport_lat_5,airport_lon_5,vicinity_5,lat_6,lon_6,airport_name_6,airport_lat_6,airport_lon_6,vicinity_6,lat_7,lon_7,airport_name_7,airport_lat_7,airport_lon_7,vicinity_7,lat_8,lon_8,airport_name_8,airport_lat_8,airport_lon_8,vicinity_8,lat_9,lon_9,airport_name_9,airport_lat_9,airport_lon_9,vicinity_9,lat_10,lon_10,airport_name_10,airport_lat_10,airport_lon_10,vicinity_10,lat_11,lon_11,airport_name_11,airport_lat_11,airport_lon_11,vicinity_11,lat_12,lon_12,airport_name_12,airport_lat_12,airport_lon_12,vicinity_12,lat_13,lon_13,airport_name_13,airport_lat_13,airport_lon_13,vicinity_13,lat_14,lon_14,airport_name_14,airport_lat_14,airport_lon_14,vicinity_14,lat_15,lon_15,airport_name_15,airport_lat_15,airport_lon_15,vicinity_15,lat_16,lon_16,airport_name_16,airport_lat_16,airport_lon_16,vicinity_16,lat_17,lon_17,airport_name_17,airport_lat_17,airport_lon_17,vicinity_17,lat_18,lon_18,airport_name_18,airport_lat_18,airport_lon_18,vicinity_18,lat_19,lon_19,airport_name_19,airport_lat_19,airport_lon_19,vicinity_19
10,40.2775,-75.787222,Glenn's Helo,40.2877555,-75.7659444,Birdsboro,40.2775,-75.787222,Bert's Field,40.2855973,-75.7643119,Birdsboro,40.2775,-75.787222,Old Rhinebeck airport,40.32136879999999,-75.767681,"43 Guldin Lane, Douglassville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,35.381667,-99.201111,BZF GLIDE SLOPE,35.356728,-99.2029525,Foss,35.381667,-99.201111,Oklahoma Air and Space Port,35.35299,-99.1952268,"121 1st Street, Burns Flat",35.381667,-99.201111,Clinton Sherman Airport,35.342855,-99.1968869,"2nd Street, Foss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34.598333,-105.198611,Vaughn Municipal Airport,34.603166,-105.1864904,Vaughn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,66.576389,-145.255,Fort Yukon Airport (FYU),66.5701806,-145.2469665,"200 Airport Way, Fort Yukon",66.576389,-145.255,Fort Yukon VORTAC FYU 114.4,66.574285,-145.276625,"Unnamed Road, Fort Yukon",66.576389,-145.255,Birch Creek Airport-Z91,66.56734999999999,-145.2513402,"Steese Hwy, Fort Yukon",66.576389,-145.255,Yukon River NDB FTO 242,66.5800318,-145.2127384,"Winter Trail, Fort Yukon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,45.150556,-114.999444,Mile Hi Landing Strip,45.1492487,-115.0001868,Cascade,45.150556,-114.999444,Vines Landing Strip,45.1324128,-114.9992694,Cascade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,53.278056,-9.0525,Helipad,53.27795390000001,-9.069202099999998,Galway,53.278056,-9.0525,Helipad University Hospital Galway,53.2766293,-9.0690922,Unnamed Road,53.278056,-9.0525,Heliport,53.2782219,-9.0066444,"151 Glasán, Ballybane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,39.524167,-107.727223,Atlantic Aviation RIL,39.524168,-107.727249,"375 County Road 352, Rifle",39.524167,-107.727223,Rifle Garfield County Airport,39.5260659,-107.7257521,"375 County Road 352, Rifle",39.524167,-107.727223,Rifle VOR-DME RIL 110.6,39.52833440000001,-107.7196835,Rifle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,19.338333,-99.566667,Lic. Adolfo López Mateos International Airport,19.3389479,-99.5698355,"San Pedro Totoltepec, Toluca de Lerdo",19.338333,-99.566667,Aeropuerto Toluca,19.3390071,-99.5699877,Toluca,19.338333,-99.566667,Aerofrisco,19.3346114,-99.56821719999999,"Hangar 4, Toluca de Lerdo",19.338333,-99.566667,Servicios Integrales de Aviación d/b/a FlyMex,19.3323036,-99.5681584,"CALLE 3 HANGAR 22 San Pedro Totoltepec 50200, Toluca de Lerdo",19.338333,-99.566667,Air Routing International,19.3341559,-99.57206389999999,"Miguel Alemán Valdez 383, Toluca de Lerdo",19.338333,-99.566667,"Servicios Aereos Estrella, S.A. De C.V.",19.3349072,-99.5727569,"Aeropuerto Internacional de Toluca Calle 1 Hangar 1, Toluca de Lerdo",19.338333,-99.566667,Signature Flight Support TLC - Toluca Int'l Airport,19.3274289,-99.5654519,"Calle 6 Lt 53, San Pedro Totoltepec",19.338333,-99.566667,Ikusi Gs México,19.3440469,-99.58563769999999,"Boulevard Aeropuerto 10, Centro, Toluca de Lerdo",19.338333,-99.566667,Transportes Rosales,19.3554699,-99.5546786,"Ignacio Allende Poniente 98, La Constitución Totoltepec",19.338333,-99.566667,Interjet MRO,19.3179068,-99.56179619999999,"BLVD Aeropuerto S/N, San Pedro Totoltepec, 50226 toluca de lerdo, estado de méxico., Horacio Zúñiga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,36.060833,-102.518611,Dalhart VORTAC DHT 112.0,36.09146039999999,-102.5446437,Dalhart,36.060833,-102.518611,Dalhart Municipal Airport,36.0274332,-102.5427949,Dalhart,36.060833,-102.518611,Larsen Aviation,36.0278396,-102.5498886,"11908 East Airport Road, Dalhart",36.060833,-102.518611,Larsen Aviation,36.0076487,-102.5315274,"11908 East Airport Road, Dalhart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,-23.507222,-46.648055,DUMONT ENGENHARIA E CONSULTORIA AEROPORTUÁRIA,-23.5057343,-46.6392921,"Rua Heliodora, 08 - Santana, São Paulo",-23.507222,-46.648055,Dumont Serviços Aeroportuários Ltda.,-23.5056869,-46.6391977,"Rua Tenente Rocha, 324 - Santana, São Paulo",-23.507222,-46.648055,"Comando de Aviação da Polícia Militar ""João Negrão""",-23.5125055,-46.6400821,"Avenida Olavo Fontoura, 1078 - Santana, São Paulo",-23.507222,-46.648055,Heliponto - Campo de Marte,-23.5116137,-46.6393067,"Jardim São Bento, São Paulo",-23.507222,-46.648055,AB Fly Marte,-23.5142934,-46.6402168,"Avenida Olavo Fontoura, 1078 - Santana, São Paulo",-23.507222,-46.648055,Master Helicopteros,-23.5145374,-46.6404029,"Jardim São Bento, São Paulo",-23.507222,-46.648055,Voos Panoramicos Helimate,-23.5142061,-46.6398751,"Jardim São Bento, São Paulo",-23.507222,-46.648055,Master Oficina de Manutenção de Helicópteros,-23.5142061,-46.6398751,Avenida Olavo Fontoura 1078 - HG C LT 7 ST GOER,-23.507222,-46.648055,Tucson Aviação,-23.5141674,-46.6398006,"Aeroporto do Campo de Marte - Avenida Olavo Fontoura, 1000 - Santana, São Paulo",-23.507222,-46.648055,Centro Eletrônico Marte Avionics,-23.5146948,-46.6401579,"Avenida Olavo Fontoura, 1078 - Santana, São Paulo",-23.507222,-46.648055,Hangar CBA,-23.514708,-46.6401184,"Avenida Olavo Fontoura, 1078 - Santana, São Paulo",-23.507222,-46.648055,América Air,-23.5140446,-46.6375755,"Jardim São Bento, São Paulo",-23.507222,-46.648055,Alamo Taxi Aéreo,-23.5138942,-46.6361879,São Paulo,-23.507222,-46.648055,Aristek Campo de Marte,-23.5133915,-46.6323059,"Avenida Olavo Fontoura, 484A - Jardim Sao Bento, São Paulo",-23.507222,-46.648055,Hangar Santa Fé,-23.5139774,-46.63194,"Avenida Olavo Fontoura, 484 - Parque Anhembi, São Paulo",-23.507222,-46.648055,Aeroporto do Campo de Marte,-23.511642,-46.6294477,"Avenida Santos Dumont, 1979 - Santana, São Paulo",-23.507222,-46.648055,Bhs Helicopteros,-23.500231,-46.6287342,"Santana, São Paulo",-23.507222,-46.648055,INFRAERO,-23.5232068,-46.6316024,"Avenida do Estado, 777 - Bom Retiro, São Paulo",-23.507222,-46.648055,Helipad Paulista Football Federation sdfv,-23.5221144,-46.66729950000001,"Rua Regina Helena, 55 - Barra Funda, São Paulo",-23.507222,-46.648055,Flight Consultoria Aeronáutica,-23.522628,-46.66742199999999,"Rua Federação Paulista de Futebol, 799 - 11 andar Sala 1110 - Barra Funda, São Paulo"
20,-22.891666,-43.184166,Heliporto / BOLSA-RJ,-22.9022713,-43.17423229999999,"Praça Quinze de Novembro, 109 - Centro, Rio de Janeiro",-22.891666,-43.184166,Heliponto Bolsa do Rio,-22.9023562,-43.17428,"Praça Quinze de Novembro, 109 - Centro, Rio de Janeiro",-22.891666,-43.184166,Heliporto / CÂNDIDO MENDES,-22.904167,-43.1753744,"Rua da Assembléia, 10 - Centro, Rio de Janeiro",-22.891666,-43.184166,Heliporto / RIO ALPHA,-22.9090312,-43.1813274,"Avenida República do Chile, 330 - Centro, Rio de Janeiro",-22.891666,-43.184166,Heliporto / MULTIPLAN,-22.9075861,-43.1759729,"Avenida Almirante Barroso, 63 - Centro, Rio de Janeiro",-22.891666,-43.184166,Heliporto / EDIFÍCIO TORRE ALMIRANTE ICAO: SWDX,-22.9073991,-43.1754437,"Avenida Almirante Barroso, 81 - Centro, Rio de Janeiro",-22.891666,-43.184166,Heliporto Edifício Cidade do Rio de Janeiro,-22.9076303,-43.17570389999999,"Avenida Almirante Barroso, 63 - Centro, Rio de Janeiro",-22.891666,-43.184166,Heliporto / MINISTRO NELSON HUNGRIA,-22.9060181,-43.17268099999999,"Centro, Rio de Janeiro",-22.891666,-43.184166,Heliporto / EDISE - Edificio Sede Petrobras,-22.9096213,-43.1793657,"Centro, Rio de Janeiro",-22.891666,-43.184166,Heliporto / EDIFÍCIO SERRADOR,-22.9117959,-43.17625429999999,"Rua Álvaro Alvim, 21 - Centro, Rio de Janeiro",-22.891666,-43.184166,Heliponto BPChq,-22.9108819,-43.1950906,"Rua Frei Caneca - Centro, Rio de Janeiro",-22.891666,-43.184166,Infraero Aeroportos,-22.9123836,-43.1676306,"Praça Senador Salgado Filho, s/n - Centro, Rio de Janeiro",-22.891666,-43.184166,Aeropuerto santos dumont,-22.9111438,-43.1648755,Aeropuerto santos dumont,-22.891666,-43.184166,Laboratório,-22.9111438,-43.1648755,"Praça Senador Salgado Filho, s/n - Centro, Rio de Janeiro",-22.891666,-43.184166,Rio de Janeiro Airport RJ Santos Dumont,-22.9111438,-43.1648755,"Praça Senador Salgado Filho, s/n - Centro, Rio de Janeiro",-22.891666,-43.184166,Aeropuerto Santos Dumont (SDU),-22.9113016,-43.1650339,Rio de Janeiro,-22.891666,-43.184166,Ms Transporte Executivo & Fretamento,-22.9284085,-43.1742846,"Rua Corrêa Dutra, 05 - Catete, Rio de Janeiro",-22.891666,-43.184166,Heliponto Palácio Laranjeiras,-22.9307639,-43.1852818,"22221-100, Rua General Mariante, 69-93 - Laranjeiras, Rio de Janeiro",-22.891666,-43.184166,Heliponto Palácio Ganabara,-22.9404469,-43.187921,"Ramal: 204, Rua Jucana - Botafogo, Rio de Janeiro",-22.891666,-43.184166,Heliporto Edifício Tower 2000,-22.8923148,-43.1182429,"Rua Visconde de Sepetiba 935 loja 112 Ed. Tower 2000 - Centro, Niterói"
21,47.519167,-116.826389,Carlin Bay Airport-Id43,47.5514483,-116.763398,"138765 South Ridgeview Drive, Harrison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,-17.949722,122.231111,Broome International Airport,-17.9525543,122.2337715,"Macpherson Street, Broome",-17.949722,122.231111,Broome Heliport,-17.9493436,122.2362581,"Gus Winckel Road, Broome",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,35.462778,-91.176945,Black Landing Field,35.4809155,-91.1615133,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,28.445277,-96.441111,Industrial Helicopters Inc,28.445,-96.4483333,Seadrift,28.445277,-96.441111,Phi Heliport,28.4397241,-96.43497440000002,Port O'Connor,28.445277,-96.441111,HHI-Port O'Connor Heliport,28.4425019,-96.42525189999999,Port O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,31.1,-92.224445,Belle D'Eau Airstrip,31.0849108,-92.1829051,Marksville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,30.559444,-97.704722,Scott & White Round Rock Helipad,30.5647102,-97.6840433,"Teravista Parkway, Round Rock",30.559444,-97.704722,Hospital Helipad,30.56613979999999,-97.65211599999999,"201 Seton Parkway, Round Rock",30.559444,-97.704722,Hospital Helipad,30.5101764,-97.71315170000001,"2400 Round Rock Avenue, Round Rock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,43.665556,7.214722,Aéroport Nice Côte d’Azur,43.665441,7.2122268,"Nice Côte d'Azur Airport, Boulevard Maryse Bastié, Nice",43.665556,7.214722,Monacair,43.66515220000001,7.211799700000001,"Nice Côte d'Azur Airport, Terminal 1, Rue Costes et Bellonte, Nice",43.665556,7.214722,аренда вертолета в Монако,43.6694819,7.2145719,"455 Promenade des Anglais, Nice",43.665556,7.214722,Nice Côte d'Azur Airport,43.6597689,7.214821400000001,"Rue Costes et Bellonte, Nice",43.665556,7.214722,Signature Flight Support NCE - Nice Côte d'Azur Airport,43.661975,7.204911999999999,"Aéroport Nice Côte d'Azur Terminal Aviation d'Affaires, Nice",43.665556,7.214722,Azur Hélicopère,43.66021809999999,7.205801899999999,"Terminal 2, aéroport de Nice, Nice",43.665556,7.214722,Aéroport de Nice kiss and fly,43.65973899999999,7.2043598,"Boulevard Jacqueline Auriol Supérieur, Nice",43.665556,7.214722,Heliport Nice,43.6510585,7.211601999999998,"Unnamed Road,, Nice",43.665556,7.214722,Helipad,43.6893389,7.241908700000001,"149 Promenade des Anglais, Nice",43.665556,7.214722,Helipad,43.6973841,7.226335400000002,"151 Route de Saint-Antoine, Nice",43.665556,7.214722,Hélisurface,43.6973913,7.226325,"2 Route de Saint-Antoine, Nice",43.665556,7.214722,Dixi VTC,43.708337,7.268050000000001,"1 Avenue de l'Olivetto, Nice",43.665556,7.214722,Helipuerto,43.69389839999999,7.2855627,"Quai Riboty, Nice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,40.779167,-111.895833,Airport Shuttle Salt Lake City,40.787445,-111.900868,"825 North 300 West, Salt Lake City",40.779167,-111.895833,Helipad,40.7781864,-111.8794941,"386 D Street East, Salt Lake City",40.779167,-111.895833,Lds Hospital North,40.7781951,-111.8794488,Salt Lake City,40.779167,-111.895833,American Towers Heliport,40.7631641,-111.8916444,Salt Lake City,40.779167,-111.895833,Travel Car Service VIP,40.7592551,-111.8706922,"455 South 700 East # 3301, Salt Lake City",40.779167,-111.895833,Helipad,40.76751119999999,-111.8619491,"82 1100 East, Salt Lake City",40.779167,-111.895833,Taxi Cab Salt Lake City,40.7413674,-111.8885737,"1302 State Street, Salt Lake City",40.779167,-111.895833,Primary Childrens Medical Center Heliport,40.7714127,-111.8395087,"15 North Medical Drive, Salt Lake City",40.779167,-111.895833,Hospital Helipad 02,40.77141879999999,-111.8395044,"School of Medicine, 30 North 1900 East, Salt Lake City",40.779167,-111.895833,Helipad,40.771417,-111.8394973,"School of Medicine, 30 North 1900 East, Salt Lake City",40.779167,-111.895833,The Sapphire Mexican Grill,40.77099920000001,-111.9524006,"2177 West North Temple, Salt Lake City",40.779167,-111.895833,Helipad,40.7710331,-111.839101,"School of Medicine, 30 North 1900 East, Salt Lake City",40.779167,-111.895833,Hospital Helipad 01,40.7710318,-111.8390973,"School of Medicine, 30 North 1900 East, Salt Lake City",40.779167,-111.895833,Helipad 3,40.7727586,-111.837548,"99 South 2030 East, Salt Lake City",40.779167,-111.895833,Helipad,40.7726586,-111.8372396,"71-99 South 2030 East, Salt Lake City",40.779167,-111.895833,Hospital Helipad 2,40.7726596,-111.8372265,"71-99 South 2030 East, Salt Lake City",40.779167,-111.895833,University of Utah Medical Center Heliport,40.7725648,-111.8371207,Salt Lake City,40.779167,-111.895833,Helipad 1,40.77242679999999,-111.8370542,"71-99 South 2030 East, Salt Lake City",40.779167,-111.895833,Roland R. Wright Air National Guard Base,40.7882314,-111.9540859,"765 2200 West, Salt Lake City",40.779167,-111.895833,Utah Valley Shuttle Salt Lake City,40.747521,-111.939583,"996 South Redwood Road, Salt Lake City"
29,26.263611,-80.1,Pompano Beach Airpark,26.2487914,-80.11309279999999,"1001 Northeast 10th Street, Pompano Beach",26.263611,-80.1,Park Airplane Here,26.2430145,-80.1088496,"Access Road, Pompano Beach",26.263611,-80.1,Sheltair Aviation PMP,26.2426908,-80.1086371,"1401 Northeast 10th Street, Pompano Beach",26.263611,-80.1,American Flyers,26.2420092,-80.11556689999999,"Pompano Beach Airpark, 801 Northeast 10th Street, Pompano Beach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,47.775,-116.895555,CAMS Airfield,47.7673394,-116.8875803,Post Falls,47.775,-116.895555,Hawk Haven Airport-ID27,47.7554448,-116.8618323,Rathdrum,47.775,-116.895555,Stancraft Jet Center,47.7764429,-116.8278017,"3300 Aviation Way, Hayden",47.775,-116.895555,Coeur d'Alene Airport,47.7676076,-116.8214443,"10375 North Sensor Avenue, Hayden",47.775,-116.895555,Pappy Boyington Field,47.7752042,-116.818742,Hayden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,40.959722,-87.760556,Nottke Airport,40.9741996,-87.82364919999999,Clifton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
