,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/2009 To 01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,, , 
01/2009,AHN ,ASO,GA,ES,Federal Contract Tower,10,464,691,73,"1,238",0,1,21,2,24,0,63,711,53,827,0,2,24,4,30,"1,122",60,"1,182","3,247","3,301"
01/2009,AKN ,AAL,AK,WE,Federal Contract Tower,47,448,15,8,518,0,0,1,0,1,14,394,94,1,503,0,0,1,0,1,11,11,22,"1,043","1,045"
01/2009,ALB ,AEA,NY,EN,Combined TRACON & Tower with Radar,"2,289","2,420",497,100,"5,306",2,0,6,0,8,0,162,636,84,882,0,38,15,5,58,445,127,572,"6,760","6,826"
01/2009,ALN ,AGL,IL,CE,Federal Contract Tower,0,45,692,13,750,0,10,19,1,30,0,10,937,20,967,0,85,92,0,177,"2,258",74,"2,332","4,049","4,256"
01/2009,ALO ,ACE,IA,CE,Combined TRACON & Tower with Radar,28,248,380,26,682,0,0,2,0,2,0,0,272,73,345,0,7,12,0,19,630,38,668,"1,695","1,716"
01/2009,ALW ,ANM,WA,WE,Federal Contract Tower,123,76,164,4,367,0,0,0,0,0,0,6,381,2,389,0,4,3,0,7,968,2,970,"1,726","1,733"
01/2009,AMA ,ASW,TX,WE,Combined TRACON & Tower with Radar,914,679,727,"1,351","3,671",0,0,29,12,41,0,16,580,179,775,0,0,124,2,126,567,"1,251","1,818","6,264","6,431"
01/2009,ANC ,AAL,AK,WE,Towers with Radar,"7,281","4,770",441,190,"12,682",14,26,30,226,296,12,354,"1,326",125,"1,817",0,31,159,37,227,204,0,204,"14,703","15,226"
01/2009,ANE ,AGL,MN,CE,Federal Contract Tower,0,302,516,1,819,0,40,183,0,223,0,21,"1,545",6,"1,572",0,50,211,28,289,"1,170",8,"1,178","3,569","4,081"
01/2009,APA ,ANM,CO,WE,Towers with Radar,1,"1,920","2,836",43,"4,800",0,0,0,0,0,0,938,"5,257",66,"6,261",52,318,46,0,416,"9,477",66,"9,543","20,604","21,020"
01/2009,APC ,AWP,CA,WE,Towers with Radar,0,192,476,6,674,0,0,0,0,0,0,18,"3,320",14,"3,352",0,0,143,0,143,"4,518",10,"4,528","8,554","8,697"
01/2009,APF ,ASO,FL,ES,Federal Contract Tower,0,769,"2,666",12,"3,447",0,2,11,0,13,0,4,"4,289",2,"4,295",0,1,239,4,244,"2,290",4,"2,294","10,036","10,293"
01/2009,ARA ,ASW,LA,CE,Federal Contract Tower,8,202,594,239,"1,043",0,2,3,5,10,8,"1,631","2,171",360,"4,170",0,217,71,0,288,"7,847",234,"8,081","13,294","13,592"
01/2009,ARB ,AGL,MI,CE,Towers with Radar,0,10,135,0,145,0,11,33,0,44,0,13,640,0,653,0,87,138,2,227,"1,396",0,"1,396","2,194","2,465"
01/2009,ARR ,AGL,IL,CE,Towers with Radar,0,36,527,5,568,0,0,1,0,1,0,4,"1,831",0,"1,835",0,0,172,0,172,"1,530",0,"1,530","3,933","4,106"
01/2009,ASE ,ANM,CO,WE,Combined TRACON & Tower with Radar,"1,193",671,"1,170",0,"3,034",0,0,0,0,0,0,0,478,2,480,0,0,0,0,0,80,0,80,"3,594","3,594"
01/2009,ASG ,ASW,AR,CE,Federal Contract Tower,0,136,245,3,384,0,0,0,0,0,0,131,991,10,"1,132",0,0,0,0,0,"1,020",4,"1,024","2,540","2,540"
01/2009,ASH ,ANE,NH,EN,Federal Contract Tower,0,5,455,2,462,0,0,3,0,3,0,1,"2,300",7,"2,308",0,0,9,1,10,"3,684",2,"3,686","6,456","6,469"
01/2009,ATL ,ASO,GA,ES,Towers with Radar,"58,785","18,762",325,66,"77,938",23,6,1,0,30,47,64,114,19,244,0,49,44,14,107,0,0,0,"78,182","78,319"
01/2009,ATW ,AGL,WI,CE,Federal Contract Tower,203,"1,029",256,13,"1,501",0,0,0,0,0,0,2,235,2,239,0,88,64,2,154,222,24,246,"1,986","2,140"
01/2009,AUS ,ASW,TX,CE,Combined TRACON & Tower with Radar,"7,912","1,192","2,246",189,"11,539",1,0,11,0,12,0,87,"2,358",75,"2,520",0,67,107,0,174,134,9,143,"14,202","14,388"
01/2009,AVL ,ASO,NC,ES,Combined TRACON & Tower with Radar,48,"1,207",786,91,"2,132",0,14,57,0,71,0,32,799,39,870,0,19,158,0,177,"1,421",32,"1,453","4,455","4,703"
01/2009,AVP ,AEA,PA,EN,Combined TRACON & Tower with Radar,60,966,333,36,"1,395",0,12,0,0,12,0,93,460,19,572,0,13,22,1,36,925,16,941,"2,908","2,956"
01/2009,AZO ,AGL,MI,CE,Combined TRACON & Tower with Radar,136,657,473,7,"1,273",13,11,9,0,33,0,26,401,0,427,0,36,27,0,63,522,0,522,"2,222","2,318"
01/2009,BAF ,ANE,MA,EN,Federal Contract Tower,0,69,251,87,407,0,0,19,5,24,0,2,"1,489",133,"1,624",0,0,94,17,111,"1,642",203,"1,845","3,876","4,011"
01/2009,BAK ,AGL,IN,CE,Federal Contract Tower,8,13,227,19,267,0,0,0,0,0,0,2,892,89,983,0,0,134,94,228,506,89,595,"1,845","2,073"
01/2009,BCT ,ASO,FL,ES,Federal Contract Tower,0,554,"1,225",12,"1,791",0,0,0,0,0,0,92,"1,929",0,"2,021",0,0,"2,318",6,"2,324",884,0,884,"4,696","7,020"
01/2009,BDL ,ANE,CT,EN,Towers with Radar,"4,469","2,592",710,116,"7,887",2,15,38,9,64,0,23,386,107,516,0,8,306,4,318,282,21,303,"8,706","9,088"
01/2009,BDR ,ANE,CT,EN,Federal Contract Tower,0,123,292,35,450,0,0,2,4,6,0,15,"1,190",24,"1,229",0,2,96,66,164,"1,900",2,"1,902","3,581","3,751"
01/2009,BED ,ANE,MA,EN,Towers with Radar,52,923,"1,888",23,"2,886",0,27,213,3,243,47,"1,145","4,111",31,"5,334",0,543,249,0,792,"4,778",0,"4,778","12,998","14,033"
01/2009,BET ,AAL,AK,WE,Federal Contract Tower,240,501,5,4,750,0,0,0,0,0,4,"4,881",75,13,"4,973",0,2,0,0,2,94,4,98,"5,821","5,823"
01/2009,BFI ,ANM,WA,WE,Towers with Radar,837,"2,709","2,244",43,"5,833",86,139,219,4,448,30,"1,407","3,520",99,"5,056",3,"1,543","1,610",61,"3,217","4,234",64,"4,298","15,187","18,852"
01/2009,BFL ,AWP,CA,WE,Combined TRACON & Tower with Radar,149,"1,579","1,110",35,"2,873",0,1,34,0,35,0,865,"1,221",8,"2,094",0,6,310,2,318,"3,025",27,"3,052","8,019","8,372"
01/2009,BFM ,ASO,AL,CE,Federal Contract Tower,243,264,592,549,"1,648",41,2,25,6,74,8,185,"1,001",433,"1,627",1,52,42,161,256,"1,850","2,262","4,112","7,387","7,717"
01/2009,BGM ,AEA,NY,EN,Combined TRACON & Tower with Radar,0,744,217,46,"1,007",0,71,28,0,99,0,3,179,10,192,0,4,30,0,34,56,34,90,"1,289","1,422"
01/2009,BGR ,ANE,ME,EN,Combined TRACON & Tower with Radar,339,"1,007",539,854,"2,739",0,4,2,1,7,0,53,252,43,348,0,84,51,4,139,284,590,874,"3,961","4,107"
01/2009,BHM ,ASO,AL,ES,Combined TRACON & Tower with Radar,"2,746","2,500","2,203",264,"7,713",0,0,4,1,5,0,70,723,86,879,0,135,109,38,282,84,0,84,"8,676","8,963"
01/2009,BIL ,ANM,MT,WE,Combined TRACON & Tower with Radar,929,"1,706",740,17,"3,392",0,0,3,0,3,0,146,934,5,"1,085",0,0,72,0,72,"1,401",0,"1,401","5,878","5,953"
01/2009,BIS ,AGL,ND,CE,Combined TRACON & Tower with Radar,269,575,565,111,"1,520",0,43,5,1,49,0,14,389,134,537,0,4,17,3,24,397,108,505,"2,562","2,635"
01/2009,BJC ,ANM,CO,WE,Towers with Radar,0,282,"1,352",15,"1,649",0,0,16,0,16,0,5,"2,918",25,"2,948",0,11,132,1,144,"4,069",74,"4,143","8,740","8,900"
01/2009,BKL ,AGL,OH,CE,Federal Contract Tower,9,568,588,10,"1,175",10,0,0,0,10,1,754,346,10,"1,111",0,426,82,8,516,656,4,660,"2,946","3,472"
01/2009,BLI ,ANM,WA,WE,Federal Contract Tower,455,254,388,14,"1,111",4,2,4,0,10,0,518,"1,283",22,"1,823",0,4,108,6,118,"1,152",30,"1,182","4,116","4,244"
01/2009,BMG ,AGL,IN,CE,Federal Contract Tower,1,37,353,4,395,0,0,0,0,0,0,0,456,18,474,0,0,67,8,75,383,0,383,"1,252","1,327"
01/2009,BMI ,AGL,IL,CE,Federal Contract Tower,243,588,394,2,"1,227",0,0,0,0,0,0,0,350,0,350,0,0,22,2,24,294,8,302,"1,879","1,903"
01/2009,BNA ,ASO,TN,CE,Combined TRACON & Tower with Radar,"7,311","4,372","1,620",213,"13,516",165,139,162,10,476,0,74,415,74,563,1,135,223,18,377,0,0,0,"14,079","14,932"
01/2009,BOI ,ANM,ID,WE,Combined TRACON & Tower with Radar,"3,358","1,177","1,291",242,"6,068",6,2,6,1,15,0,57,990,256,"1,303",0,100,91,13,204,"1,064",118,"1,182","8,553","8,772"
01/2009,BOS ,ANE,MA,EN,Towers with Radar,"14,135","10,208",590,1,"24,934",8,27,66,3,104,3,"1,116",417,16,"1,552",0,7,508,16,531,0,0,0,"26,486","27,121"
01/2009,BPT ,ASW,TX,CE,Towers with Radar,2,306,697,32,"1,037",1,4,11,6,22,1,94,709,10,814,0,29,228,18,275,380,0,380,"2,231","2,528"
01/2009,BQN ,ASO,PR,ES,Federal Contract Tower,583,72,213,39,907,0,0,0,0,0,24,0,"1,307",327,"1,658",0,0,644,102,746,"1,020","1,195","2,215","4,780","5,526"
01/2009,BRO ,ASW,TX,CE,Federal Contract Tower,8,365,492,255,"1,120",0,11,20,44,75,0,15,425,40,480,0,0,0,0,0,456,490,946,"2,546","2,621"
01/2009,BTL ,AGL,MI,CE,Federal Contract Tower,0,25,754,11,790,3,5,10,1,19,0,2,"1,344",23,"1,369",0,1,15,1,17,"2,324",64,"2,388","4,547","4,583"
01/2009,BTR ,ASW,LA,CE,Combined TRACON & Tower with Radar,96,"1,702","1,551",44,"3,393",1,4,60,11,76,0,15,"1,177",23,"1,215",0,29,550,29,608,454,34,488,"5,096","5,780"
01/2009,BTV ,ANE,VT,EN,Combined TRACON & Tower with Radar,"1,099","1,454",391,208,"3,152",0,3,1,0,4,0,8,440,70,518,0,7,5,39,51,854,254,"1,108","4,778","4,833"
01/2009,BUF ,AEA,NY,CE,Combined TRACON & Tower with Radar,"4,057","2,976",702,49,"7,784",151,88,31,3,273,0,101,448,20,569,0,37,78,11,126,"1,025",46,"1,071","9,424","9,823"
01/2009,BUR ,AWP,CA,WE,Towers with Radar,"4,576","1,717","1,086",0,"7,379",0,3,278,1,282,0,101,835,3,939,0,27,"3,765",10,"3,802","1,012",60,"1,072","9,390","13,474"
01/2009,BVY ,ANE,MA,EN,Federal Contract Tower,0,26,152,8,186,0,1,4,0,5,0,0,"1,602",17,"1,619",0,3,141,4,148,"2,278",0,"2,278","4,083","4,236"
01/2009,BWI ,AEA,MD,EN,Towers with Radar,"15,580","3,445",916,44,"19,985",16,4,19,5,44,1,16,191,3,211,0,2,994,37,"1,033",68,0,68,"20,264","21,341"
01/2009,BZN ,ANM,MT,WE,Federal Contract Tower,610,892,422,6,"1,930",0,0,0,0,0,1,93,"1,425",4,"1,523",0,0,47,0,47,"2,647",4,"2,651","6,104","6,151"
01/2009,CAE ,ASO,SC,ES,Combined TRACON & Tower with Radar,575,"3,421",842,180,"5,018",0,0,286,0,286,0,80,504,47,631,0,9,214,1,224,491,164,655,"6,304","6,814"
01/2009,CAK ,AGL,OH,CE,Combined TRACON & Tower with Radar,"1,849",373,"1,537",54,"3,813",36,102,104,7,249,0,44,484,28,556,0,26,184,9,219,987,110,"1,097","5,466","5,934"
01/2009,CCR ,AWP,CA,WE,Towers with Radar,0,62,633,6,701,0,2,27,0,29,0,209,"3,085",5,"3,299",0,85,123,10,218,"2,984",0,"2,984","6,984","7,231"
01/2009,CDW ,AEA,NJ,EN,Towers with Radar,1,40,312,2,355,10,266,457,3,736,0,2,"2,655",61,"2,718",0,6,137,0,143,"2,349",25,"2,374","5,447","6,326"
01/2009,CGF ,AGL,OH,CE,Federal Contract Tower,0,181,479,0,660,0,16,144,0,160,0,189,547,4,740,0,161,265,2,428,350,0,350,"1,750","2,338"
01/2009,CHA ,ASO,TN,ES,Combined TRACON & Tower with Radar,115,"1,448","1,232",372,"3,167",0,6,12,0,18,0,12,628,34,674,0,203,55,1,259,332,132,464,"4,305","4,582"
01/2009,CHD ,AWP,AZ,WE,Federal Contract Tower,0,3,152,0,155,0,0,0,0,0,0,165,"5,979",1,"6,145",0,93,582,22,697,"13,093",0,"13,093","19,393","20,090"
01/2009,CHO ,AEA,VA,EN,Federal Contract Tower,0,"1,652",886,114,"2,652",0,0,41,5,46,0,20,"1,917",58,"1,995",0,0,156,5,161,"1,518",306,"1,824","6,471","6,678"
01/2009,CHS ,ASO,SC,ES,Combined TRACON & Tower with Radar,"1,529","2,211","1,267","1,378","6,385",30,47,71,25,173,0,10,489,47,546,0,14,44,11,69,232,844,"1,076","8,007","8,249"
01/2009,CIC ,AWP,CA,WE,Federal Contract Tower,11,324,136,38,509,0,0,0,0,0,48,385,"1,543",34,"2,010",0,26,0,0,26,"1,194",108,"1,302","3,821","3,847"
01/2009,CID ,ACE,IA,CE,Combined TRACON & Tower with Radar,493,"2,079",606,14,"3,192",0,3,4,0,7,0,5,425,2,432,0,12,12,1,25,440,2,442,"4,066","4,098"
01/2009,CKB ,AEA,WV,CE,Combined TRACON & Tower with Radar,0,215,193,164,572,0,3,6,16,25,0,15,302,191,508,0,34,41,15,90,590,698,"1,288","2,368","2,483"
01/2009,CLE ,AGL,OH,CE,Combined TRACON & Tower with Radar,"4,744","10,406",564,10,"15,724",13,88,45,2,148,0,19,27,6,52,0,221,65,23,309,0,0,0,"15,776","16,233"
01/2009,CLL ,ASW,TX,CE,Federal Contract Tower,5,571,472,388,"1,436",0,0,0,0,0,0,0,"1,187",136,"1,323",0,0,0,0,0,838,335,"1,173","3,932","3,932"
01/2009,CLT ,ASO,NC,ES,Combined TRACON & Tower with Radar,"26,842","13,952","1,382",125,"42,301",0,1,9,0,10,1,77,432,13,523,0,47,186,0,233,0,0,0,"42,824","43,067"
01/2009,CMA ,AWP,CA,WE,Towers with Radar,0,211,"1,026",1,"1,238",0,4,566,226,796,0,63,"4,277",2,"4,342",0,0,241,67,308,"5,857",0,"5,857","11,437","12,541"
01/2009,CMH ,AGL,OH,CE,Combined TRACON & Tower with Radar,"4,502","4,619","1,258",6,"10,385",109,244,170,9,532,0,16,710,105,831,0,4,631,35,670,0,0,0,"11,216","12,418"
01/2009,CMI ,AGL,IL,CE,Combined TRACON & Tower with Radar,2,820,267,4,"1,093",0,5,9,2,16,0,552,195,0,747,0,19,38,0,57,"1,876",0,"1,876","3,716","3,789"
01/2009,CNO ,AWP,CA,WE,Towers with Radar,0,25,"1,849",11,"1,885",15,7,20,1,43,0,2,"2,837",10,"2,849",0,7,599,9,615,"7,650",39,"7,689","12,423","13,081"
01/2009,CNW ,ASW,TX,CE,Federal Contract Tower,0,0,88,294,382,0,97,119,18,234,0,7,705,32,744,0,38,170,0,208,"1,102",740,"1,842","2,968","3,410"
01/2009,COS ,ANM,CO,WE,Combined TRACON & Tower with Radar,"1,552","1,340",881,994,"4,767",0,7,2,0,9,0,99,"1,658",444,"2,201",0,84,212,87,383,"2,911","1,318","4,229","11,197","11,589"
01/2009,COU ,ACE,MO,CE,Federal Contract Tower,9,212,335,4,560,0,0,5,0,5,0,4,640,27,671,4,7,32,3,46,368,46,414,"1,645","1,696"
01/2009,CPR ,ANM,WY,WE,Combined TRACON & Tower with Radar,92,"1,008",381,16,"1,497",0,0,0,0,0,0,44,526,1,571,0,15,12,0,27,601,0,601,"2,669","2,696"
01/2009,CPS ,AGL,IL,CE,Towers with Radar,0,573,823,9,"1,405",0,0,0,0,0,0,460,"1,489",2,"1,951",0,4,961,0,965,"2,757",2,"2,759","6,115","7,080"
01/2009,CRE ,ASO,SC,ES,Federal Contract Tower,0,77,690,37,804,10,2,21,11,44,0,6,729,23,758,2,9,66,12,89,204,26,230,"1,792","1,925"
01/2009,CRG ,ASO,FL,ES,Federal Contract Tower,0,193,"1,541",5,"1,739",0,0,0,116,116,0,11,"3,206",781,"3,998",0,0,102,560,662,"3,011",20,"3,031","8,768","9,546"
01/2009,CRP ,ASW,TX,CE,Combined TRACON & Tower with Radar,325,"1,273",732,"1,829","4,159",0,2,10,53,65,0,302,986,449,"1,737",0,31,83,35,149,76,"3,354","3,430","9,326","9,540"
01/2009,CRQ ,AWP,CA,WE,Towers with Radar,0,599,"2,641",31,"3,271",0,6,21,1,28,0,138,"6,255",31,"6,424",0,137,671,121,929,"6,201",27,"6,228","15,923","16,880"
01/2009,CRW ,AEA,WV,CE,Combined TRACON & Tower with Radar,0,"2,031",609,93,"2,733",0,409,123,19,551,1,264,417,82,764,0,105,140,19,264,423,74,497,"3,994","4,809"
01/2009,CSG ,ASO,GA,ES,Towers with Radar,208,45,720,24,997,0,0,5,19,24,2,7,681,6,696,0,0,15,2,17,714,26,740,"2,433","2,474"
01/2009,CVG ,ASO,KY,CE,Combined TRACON & Tower with Radar,"5,501","13,225",267,11,"19,004",1,20,13,1,35,0,8,41,1,50,0,6,17,0,23,0,0,0,"19,054","19,112"
01/2009,CWA ,AGL,WI,CE,Federal Contract Tower,8,931,89,7,"1,035",0,1,33,0,34,0,45,75,21,141,0,22,35,6,63,88,2,90,"1,266","1,363"
01/2009,CWF ,ASW,LA,CE,Federal Contract Tower,19,14,164,703,900,2,24,78,10,114,0,28,137,90,255,0,292,150,8,450,194,572,766,"1,921","2,485"
01/2009,CXY ,AEA,PA,EN,Federal Contract Tower,0,13,472,59,544,4,10,8,0,22,0,7,632,52,691,0,65,82,12,159,862,440,"1,302","2,537","2,718"
01/2009,CYS ,ANM,WY,WE,Federal Contract Tower,0,429,273,123,825,0,0,0,0,0,0,13,418,129,560,0,0,0,0,0,761,"1,247","2,008","3,393","3,393"
01/2009,DAB ,ASO,FL,ES,Combined TRACON & Tower with Radar,261,233,"3,482",50,"4,026",0,0,16,0,16,0,32,"15,431",12,"15,475",0,16,262,6,284,"7,355",0,"7,355","26,856","27,156"
01/2009,DAL ,ASW,TX,CE,Towers with Radar,"7,585","2,546","3,575",69,"13,775",9,118,284,1,412,0,108,899,34,"1,041",0,643,"1,367",64,"2,074",0,0,0,"14,816","17,302"
01/2009,DAY ,AGL,OH,CE,Combined TRACON & Tower with Radar,"1,585","2,774",560,7,"4,926",1,2,1,0,4,0,6,136,1,143,0,26,18,1,45,28,0,28,"5,097","5,146"
01/2009,DBQ ,ACE,IA,CE,Federal Contract Tower,0,315,321,6,642,0,0,0,0,0,0,84,"1,029",0,"1,113",0,4,7,0,11,"1,090",0,"1,090","2,845","2,856"
01/2009,DCA ,AEA,DC,EN,Towers with Radar,"14,023","7,837",162,58,"22,080",9,7,22,20,58,0,0,204,48,252,0,2,"2,704","1,195","3,901",0,0,0,"22,332","26,291"
01/2009,DEC ,AGL,IL,CE,Federal Contract Tower,4,215,167,32,418,0,0,109,0,109,0,0,741,191,932,0,0,167,0,167,"1,402",430,"1,832","3,182","3,458"
01/2009,DEN ,ANM,CO,WE,Towers with Radar,"37,874","12,200",250,17,"50,341",27,52,50,2,131,20,23,76,6,125,0,12,23,3,38,0,0,0,"50,466","50,635"
01/2009,DET ,AGL,MI,CE,Federal Contract Tower,0,96,352,2,450,0,0,6,0,6,0,1,"1,236",2,"1,239",0,0,666,182,848,"2,890",2,"2,892","4,581","5,435"
01/2009,DFW ,ASW,TX,CE,Towers with Radar,"38,788","12,929",238,10,"51,965",50,27,36,3,116,12,69,88,2,171,0,106,245,14,365,0,0,0,"52,136","52,617"
01/2009,DHN ,ASO,AL,ES,Federal Contract Tower,205,79,878,"1,799","2,961",0,0,10,2,12,1,31,713,554,"1,299",0,0,13,15,28,946,"1,893","2,839","7,099","7,139"
01/2009,DLH ,AGL,MN,CE,Combined TRACON & Tower with Radar,356,409,547,228,"1,540",0,13,34,2,49,8,19,"1,000",240,"1,267",0,68,199,15,282,"1,058",377,"1,435","4,242","4,573"
01/2009,DPA ,AGL,IL,CE,Towers with Radar,10,807,"1,229",3,"2,049",0,0,18,0,18,0,48,"1,738",4,"1,790",0,0,226,0,226,"1,584",0,"1,584","5,423","5,667"
01/2009,DSM ,ACE,IA,CE,Combined TRACON & Tower with Radar,"1,319","2,900","1,259",194,"5,672",2,12,38,8,60,0,55,536,10,601,0,122,94,3,219,511,144,655,"6,928","7,207"
01/2009,DTN ,ASW,LA,CE,Federal Contract Tower,0,4,406,4,414,0,0,0,0,0,0,9,"1,420",3,"1,432",0,2,5,0,7,"3,021",4,"3,025","4,871","4,878"
01/2009,DTO ,ASW,TX,CE,Federal Contract Tower,0,29,302,8,339,0,1,46,0,47,0,2,"2,890",0,"2,892",0,0,"1,052",0,"1,052","7,284",0,"7,284","10,515","11,614"
01/2009,DTW ,AGL,MI,CE,Towers with Radar,"17,055","18,516",420,2,"35,993",0,0,1,0,1,1,7,39,0,47,0,1,2,2,5,0,0,0,"36,040","36,046"
01/2009,DVT ,AWP,AZ,WE,Towers with Radar,0,32,505,0,537,0,0,67,0,67,0,269,"13,163",1,"13,433",0,0,458,0,458,"25,261",0,"25,261","39,231","39,756"
01/2009,DWH ,ASW,TX,CE,Towers with Radar,0,137,"1,104",136,"1,377",1,5,13,0,19,0,212,"5,936",39,"6,187",0,26,357,4,387,"11,569",72,"11,641","19,205","19,611"
01/2009,DXR ,ANE,CT,EN,Federal Contract Tower,0,10,119,0,129,0,0,3,0,3,0,93,"1,475",2,"1,570",0,0,158,4,162,"2,226",6,"2,232","3,931","4,096"
01/2009,EAU ,AGL,WI,CE,Federal Contract Tower,8,286,692,6,992,0,3,2,0,5,0,132,487,29,648,0,17,44,2,63,374,38,412,"2,052","2,120"
01/2009,EGE ,ANM,CO,WE,Federal Contract Tower,715,877,"1,427",8,"3,027",0,0,0,0,0,0,0,175,312,487,0,0,30,0,30,112,57,169,"3,683","3,713"
01/2009,ELM ,AEA,NY,EN,Combined TRACON & Tower with Radar,18,797,341,11,"1,167",0,0,3,0,3,0,1,376,51,428,0,0,21,0,21,"1,140",36,"1,176","2,771","2,795"
01/2009,ELP ,ASW,TX,WE,Combined TRACON & Tower with Radar,"3,325","1,176",935,470,"5,906",109,5,20,156,290,0,224,"1,390",267,"1,881",2,81,143,406,632,647,34,681,"8,468","9,390"
01/2009,EMT ,AWP,CA,WE,Towers with Radar,0,42,391,0,433,24,0,0,1,25,0,24,"2,769",0,"2,793",0,0,"1,333",12,"1,345","3,963",2,"3,965","7,191","8,561"
01/2009,ENA ,AAL,AK,WE,Federal Contract Tower,15,724,19,21,779,0,2,1,0,3,97,"1,040",157,26,"1,320",1,21,22,0,44,348,398,746,"2,845","2,892"
01/2009,ENW ,AGL,WI,CE,Federal Contract Tower,0,116,277,0,393,0,3,25,0,28,0,16,"1,124",0,"1,140",0,3,66,0,69,"1,480",0,"1,480","3,013","3,110"
01/2009,ERI ,AEA,PA,CE,Combined TRACON & Tower with Radar,4,749,239,15,"1,007",0,1,2,1,4,0,2,85,4,91,0,57,6,3,66,177,20,197,"1,295","1,365"
01/2009,ESN ,AEA,MD,EN,Federal Contract Tower,0,63,230,4,297,0,0,0,0,0,0,82,894,37,"1,013",0,19,119,8,146,"2,010",0,"2,010","3,320","3,466"
01/2009,EUG ,ANM,OR,WE,Combined TRACON & Tower with Radar,572,"1,063",689,174,"2,498",0,0,14,0,14,0,26,"1,196",16,"1,238",0,2,92,5,99,"1,701",134,"1,835","5,571","5,684"
