,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/2004 To 01/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,, , 
03/2004,CXY ,AEA,PA,EN,Federal Contract Tower,0,52,730,39,821,0,0,0,0,0,0,0,"1,530",46,"1,576",0,0,0,0,0,"1,654",70,"1,724","4,121","4,121"
03/2004,CYS ,ANM,WY,WE,Federal Contract Tower,0,73,121,86,280,0,0,0,0,0,0,662,"1,114",121,"1,897",0,0,0,0,0,"1,128","1,495","2,623","4,800","4,800"
03/2004,DAB ,ASO,FL,ES,Towers with Radar,358,476,"6,741",72,"7,647",0,0,0,0,0,54,86,"21,946",58,"22,144",0,0,0,0,0,"7,082",0,"7,082","36,873","36,873"
03/2004,DAL ,ASW,TX,CE,Combined TRACON & Tower with Radar,"7,422","3,891","5,837",82,"17,232",0,132,617,1,750,0,138,"4,778",98,"5,014",0,15,"4,203",3,"4,221",0,0,0,"22,246","27,217"
03/2004,DAY ,AGL,OH,CE,Towers with Radar,"2,070","4,650","1,725",53,"8,498",0,0,0,0,0,198,474,457,40,"1,169",0,0,0,0,0,314,0,314,"9,981","9,981"
03/2004,DBQ ,ACE,IA,CE,Federal Contract Tower,1,266,498,0,765,0,0,0,0,0,7,47,"1,642",8,"1,704",0,0,0,0,0,"1,998",0,"1,998","4,467","4,467"
03/2004,DCA ,AEA,DC,EN,Towers with Radar,"13,165","9,960",249,14,"23,388",0,0,0,0,0,0,0,103,0,103,0,0,"3,815","3,948","7,763",0,0,0,"23,491","31,254"
03/2004,DEC ,AGL,IL,CE,Federal Contract Tower,0,211,576,5,792,0,0,0,0,0,2,30,761,53,846,0,0,0,0,0,"1,673",18,"1,691","3,329","3,329"
03/2004,DEN ,ANM,CO,WE,Combined TRACON & Tower with Radar,"27,911","19,619",624,29,"48,183",8,51,139,20,218,248,351,311,34,944,0,44,266,7,317,5,0,5,"49,132","49,667"
03/2004,DET ,AGL,MI,CE,Federal Contract Tower,3,297,"1,001",0,"1,301",0,0,0,0,0,13,79,"1,896",144,"2,132",0,0,0,0,0,"2,098",0,"2,098","5,531","5,531"
03/2004,DFW ,ASW,TX,CE,Combined TRACON & Tower with Radar,"44,185","23,342",624,16,"68,167",0,0,0,0,0,9,1,0,3,13,0,0,0,0,0,"1,121",16,"1,137","69,317","69,317"
03/2004,DHN ,ASO,AL,ES,Federal Contract Tower,215,137,871,663,"1,886",0,0,0,0,0,42,36,"1,215",930,"2,223",0,0,0,0,0,"1,991","2,172","4,163","8,272","8,272"
03/2004,DLH ,AGL,MN,CE,Combined TRACON & Tower with Radar,472,536,"1,179",207,"2,394",0,0,0,0,0,5,9,"1,514",49,"1,577",0,0,0,0,0,"1,682",210,"1,892","5,863","5,863"
03/2004,DPA ,AGL,IL,CE,Towers with Display (VFR),4,359,"2,272",0,"2,635",0,0,0,0,0,12,255,"5,083",80,"5,430",0,0,0,0,0,"7,343",0,"7,343","15,408","15,408"
03/2004,DSM ,ACE,IA,CE,Towers with Radar,"2,121","3,183","2,103",156,"7,563",0,0,0,0,0,154,195,770,78,"1,197",0,0,0,0,0,424,208,632,"9,392","9,392"
03/2004,DTN ,ASW,LA,CE,Federal Contract Tower,0,0,371,2,373,0,0,0,0,0,0,19,"1,644",111,"1,774",0,0,0,0,0,"2,955",744,"3,699","5,846","5,846"
03/2004,DTW ,AGL,MI,CE,Combined TRACON & Tower with Radar,"27,333","13,948","1,200",5,"42,486",110,676,641,134,"1,561","1,770",70,0,0,"1,840",0,68,791,19,878,20,0,20,"44,346","46,785"
03/2004,DVT ,AWP,AZ,WE,Towers with Radar,0,45,578,1,624,0,0,0,0,0,0,303,"12,796",4,"13,103",0,0,0,0,0,"18,464",2,"18,466","32,193","32,193"
03/2004,DWH ,ASW,TX,CE,Towers with Display (VFR),0,52,"1,128",165,"1,345",0,0,0,0,0,0,112,"6,131",95,"6,338",0,0,0,0,0,"13,507",104,"13,611","21,294","21,294"
03/2004,DXR ,ANE,CT,EN,Federal Contract Tower,0,1,295,0,296,0,0,0,0,0,0,4,"2,492",2,"2,498",0,0,0,0,0,"2,945",0,"2,945","5,739","5,739"
03/2004,EGE ,ANM,CO,WE,Federal Contract Tower,855,926,"1,494",5,"3,280",0,0,0,0,0,101,88,681,310,"1,180",0,0,0,0,0,377,248,625,"5,085","5,085"
03/2004,EKO ,AWP,NV,WE,Federal Contract Tower,73,552,162,0,787,0,0,0,0,0,13,220,660,22,915,0,0,0,0,0,913,0,913,"2,615","2,615"
03/2004,ELM ,AEA,NY,EN,Combined TRACON & Tower with Radar,1,"1,125",739,9,"1,874",0,0,0,0,0,0,3,352,0,355,0,0,0,0,0,906,38,944,"3,173","3,173"
03/2004,ELP ,ASW,TX,WE,Towers with Radar,"4,043","1,578","1,592",334,"7,547",0,0,0,0,0,5,271,"2,176",107,"2,559",0,0,0,0,0,464,128,592,"10,698","10,698"
03/2004,EMT ,AWP,CA,WE,Towers with Display (VFR),0,155,422,0,577,0,0,0,0,0,4,74,"6,208",7,"6,293",0,0,0,0,0,"5,123",0,"5,123","11,993","11,993"
03/2004,ENA ,AAL,AK,WE,Federal Contract Tower,2,467,71,13,553,0,0,0,0,0,40,831,656,25,"1,552",0,0,0,0,0,"1,324",530,"1,854","3,959","3,959"
03/2004,ENW ,AGL,WI,CE,Federal Contract Tower,0,163,594,0,757,0,0,0,0,0,0,48,"2,673",4,"2,725",0,0,0,0,0,"2,235",0,"2,235","5,717","5,717"
03/2004,ERI ,AEA,PA,CE,Towers with Radar,3,"1,400",595,26,"2,024",0,0,0,0,0,0,4,425,10,439,0,0,0,0,0,645,14,659,"3,122","3,122"
03/2004,EUG ,ANM,OR,WE,Towers with Radar,307,"1,952",958,15,"3,232",0,0,0,0,0,20,91,"1,867",21,"1,999",0,0,0,0,0,"2,183",30,"2,213","7,444","7,444"
03/2004,EVV ,AGL,IN,CE,Towers with Radar,53,"1,757","1,453",1,"3,264",0,0,0,0,0,13,130,"1,022",22,"1,187",0,0,0,0,0,"2,253",0,"2,253","6,704","6,704"
03/2004,EWB ,ANE,MA,EN,Federal Contract Tower,0,152,857,6,"1,015",0,0,0,0,0,0,404,"1,733",10,"2,147",0,0,0,0,0,"3,334",26,"3,360","6,522","6,522"
03/2004,EWN ,ASO,NC,EN,Federal Contract Tower,0,581,568,38,"1,187",0,0,0,0,0,0,61,"1,075",60,"1,196",0,0,0,0,0,"1,120",26,"1,146","3,529","3,529"
03/2004,EWR ,AEA,NJ,EN,Combined TRACON & Tower with Radar,"23,836","12,634",770,6,"37,246",0,0,0,0,0,28,8,199,45,280,0,3,"2,527",26,"2,556",78,0,78,"37,604","40,160"
03/2004,EYW ,ASO,FL,ES,Federal Contract Tower,199,"2,719","1,811",9,"4,738",0,0,0,0,0,230,200,"2,199",30,"2,659",0,0,0,0,0,986,616,"1,602","8,999","8,999"
03/2004,FAI ,AAL,AK,WE,Towers with Radar,"1,160","1,569",381,45,"3,155",0,0,0,0,0,182,"2,089","1,490",104,"3,865",0,0,0,0,0,"2,505",2,"2,507","9,527","9,527"
03/2004,FAR ,AGL,ND,CE,Towers with Radar,471,901,"1,173",173,"2,718",0,0,0,0,0,70,122,987,77,"1,256",0,0,0,0,0,"2,430",141,"2,571","6,545","6,545"
03/2004,FAT ,AWP,CA,WE,Towers with Radar,608,"3,215","1,628",446,"5,897",0,0,0,0,0,40,731,"6,053",501,"7,325",0,0,0,0,0,"2,159",54,"2,213","15,435","15,435"
03/2004,FAY ,ASO,NC,EN,Towers with Radar,42,691,759,175,"1,667",0,0,0,0,0,16,64,820,116,"1,016",0,0,0,0,0,"1,339",404,"1,743","4,426","4,426"
03/2004,FCA ,ANM,MT,WE,Federal Contract Tower,202,768,261,0,"1,231",0,0,0,0,0,18,166,"1,238",16,"1,438",0,0,0,0,0,"1,956",26,"1,982","4,651","4,651"
03/2004,FCM ,AGL,MN,CE,Towers with Display (VFR),0,69,"1,727",1,"1,797",0,0,0,0,0,0,180,"3,704",22,"3,906",0,0,0,0,0,"5,947",20,"5,967","11,670","11,670"
03/2004,FFZ ,AWP,AZ,WE,Towers with Display (VFR),0,71,494,5,570,0,0,0,0,0,0,804,"11,880",350,"13,034",0,0,0,0,0,"12,040",26,"12,066","25,670","25,670"
03/2004,FLG ,AWP,AZ,WE,Federal Contract Tower,0,331,205,1,537,0,0,0,0,0,0,414,"1,968",26,"2,408",0,0,0,0,0,"1,518",57,"1,575","4,520","4,520"
03/2004,FLL ,ASO,FL,ES,Combined TRACON & Tower with Radar,"16,031","4,910","3,960",61,"24,962",0,0,0,0,0,269,"1,684","3,428",55,"5,436",0,84,"4,550",70,"4,704",16,0,16,"30,414","35,118"
03/2004,FLO ,ASO,SC,ES,Towers with Radar,0,430,928,56,"1,414",0,0,0,0,0,0,42,985,71,"1,098",0,0,0,0,0,607,56,663,"3,175","3,175"
03/2004,FMN ,ASW,NM,WE,Federal Contract Tower,2,919,317,2,"1,240",0,0,0,0,0,0,198,"1,865",12,"2,075",0,0,0,0,0,"6,450",26,"6,476","9,791","9,791"
03/2004,FMY ,ASO,FL,ES,Federal Contract Tower,0,289,"1,821",1,"2,111",0,0,0,0,0,0,159,"3,739",20,"3,918",0,0,0,0,0,"2,910",0,"2,910","8,939","8,939"
03/2004,FNT ,AGL,MI,CE,Towers with Radar,"1,055","1,398","1,437",6,"3,896",0,0,0,0,0,86,109,283,9,487,0,0,0,0,0,"5,022",20,"5,042","9,425","9,425"
03/2004,FOE ,ACE,KS,CE,Federal Contract Tower,6,38,319,589,952,0,0,0,0,0,12,29,530,512,"1,083",0,0,0,0,0,422,"1,162","1,584","3,619","3,619"
03/2004,FPR ,ASO,FL,ES,Towers with Display (VFR),0,93,"2,713",1,"2,807",0,0,0,0,0,0,35,"8,791",11,"8,837",0,0,0,0,0,"8,653",0,"8,653","20,297","20,297"
03/2004,FRG ,AEA,NY,EN,Towers with Display (VFR),20,513,"1,698",7,"2,238",0,0,0,0,0,4,68,"5,242",7,"5,321",0,0,0,0,0,"7,845",8,"7,853","15,412","15,412"
03/2004,FSD ,AGL,SD,CE,Towers with Radar,640,"2,307","1,368",175,"4,490",0,0,0,0,0,45,96,"1,023",89,"1,253",0,0,0,0,0,"1,886",124,"2,010","7,753","7,753"
03/2004,FSM ,ASW,AR,CE,Towers with Radar,32,581,"1,072","1,598","3,283",0,0,0,0,0,0,21,"1,021",449,"1,491",0,0,0,0,0,596,"1,630","2,226","7,000","7,000"
03/2004,FTW ,ASW,TX,CE,Towers with Display (VFR),54,272,"2,336",21,"2,683",0,0,0,0,0,4,359,"4,152",2,"4,517",0,0,0,0,0,"5,009",28,"5,037","12,237","12,237"
03/2004,FTY ,ASO,GA,ES,Federal Contract Tower,0,"1,275","3,241",23,"4,539",0,0,0,0,0,0,236,"3,169",33,"3,438",0,0,0,0,0,"4,224",2,"4,226","12,203","12,203"
03/2004,FUL ,AWP,CA,WE,Federal Contract Tower,0,0,735,0,735,0,0,0,0,0,0,0,"3,039",0,"3,039",0,0,0,0,0,"2,524",0,"2,524","6,298","6,298"
03/2004,FWA ,AGL,IN,CE,Towers with Radar,730,"2,370","1,374",124,"4,598",0,0,0,0,0,194,196,606,65,"1,061",0,0,0,0,0,661,102,763,"6,422","6,422"
03/2004,FXE ,ASO,FL,ES,Towers with Display (VFR),0,"1,213","5,076",3,"6,292",0,0,0,0,0,0,240,"9,582",7,"9,829",0,0,0,0,0,"3,842",2,"3,844","19,965","19,965"
03/2004,FYV ,ASW,AR,CE,Federal Contract Tower,0,23,364,0,387,0,0,0,0,0,0,1,"1,345",1,"1,347",0,0,0,0,0,"2,486",50,"2,536","4,270","4,270"
03/2004,GCK ,ACE,KS,CE,Federal Contract Tower,1,433,249,102,785,0,0,0,0,0,3,71,638,129,841,0,0,0,0,0,334,313,647,"2,273","2,273"
03/2004,GCN ,AWP,AZ,WE,Towers with Display (VFR),0,233,85,3,321,0,0,0,0,0,0,"7,932",379,14,"8,325",0,0,0,0,0,284,2,286,"8,932","8,932"
03/2004,GEG ,ANM,WA,WE,Towers with Radar,"3,103","1,695",506,22,"5,326",0,0,0,0,0,301,333,"1,199",51,"1,884",0,0,0,0,0,"1,058",41,"1,099","8,309","8,309"
03/2004,GEU ,AWP,AZ,WE,Federal Contract Tower,0,31,167,8,206,0,0,0,0,0,0,128,"3,786",146,"4,060",0,0,0,0,0,"5,610",81,"5,691","9,957","9,957"
03/2004,GFK ,AGL,ND,CE,Towers with Display (VFR),327,652,"2,734",1,"3,714",0,0,0,0,0,80,179,"5,366",20,"5,645",0,0,0,0,0,"14,447",0,"14,447","23,806","23,806"
03/2004,GGG ,ASW,TX,CE,Towers with Radar,2,222,"1,348",189,"1,761",0,0,0,0,0,0,0,"1,902",11,"1,913",0,0,0,0,0,"7,298",428,"7,726","11,400","11,400"
03/2004,GJT ,ANM,CO,WE,Federal Contract Tower,89,"1,446",687,84,"2,306",0,0,0,0,0,38,266,"2,554",56,"2,914",0,0,0,0,0,"3,562",286,"3,848","9,068","9,068"
03/2004,GLH ,ASO,MS,CE,Federal Contract Tower,0,140,230,164,534,0,0,0,0,0,0,29,622,25,676,0,0,0,0,0,360,"2,020","2,380","3,590","3,590"
03/2004,GMU ,ASO,SC,ES,Federal Contract Tower,0,"1,003",596,0,"1,599",0,0,0,0,0,0,476,"2,778",14,"3,268",0,0,0,0,0,"2,506",2,"2,508","7,375","7,375"
03/2004,GNV ,ASO,FL,ES,Federal Contract Tower,181,460,"1,311",233,"2,185",0,0,0,0,0,24,47,"2,643",193,"2,907",0,0,0,0,0,"2,456",602,"3,058","8,150","8,150"
03/2004,GON ,ANE,CT,EN,Federal Contract Tower,0,160,571,46,777,0,0,0,0,0,0,54,"1,443",144,"1,641",0,0,0,0,0,"1,756",66,"1,822","4,240","4,240"
03/2004,GPM ,ASW,TX,CE,Federal Contract Tower,0,1,105,1,107,0,0,0,0,0,0,0,"2,106",3,"2,109",0,0,0,0,0,"3,400",0,"3,400","5,616","5,616"
03/2004,GPT ,ASO,MS,CE,Towers with Radar,579,522,"1,115","1,510","3,726",0,0,0,0,0,64,93,"1,347",333,"1,837",0,0,0,0,0,"3,125","1,363","4,488","10,051","10,051"
03/2004,GRB ,AGL,WI,CE,Towers with Radar,520,"1,509","1,178",3,"3,210",0,0,0,0,0,85,109,"1,018",17,"1,229",0,0,0,0,0,"2,534",0,"2,534","6,973","6,973"
03/2004,GRI ,ACE,NE,CE,Federal Contract Tower,0,408,335,4,747,0,0,0,0,0,6,58,390,14,468,0,0,0,0,0,216,28,244,"1,459","1,459"
03/2004,GRR ,AGL,MI,CE,Towers with Radar,"1,314","3,413","2,232",80,"7,039",0,0,0,0,0,127,202,794,92,"1,215",0,0,0,0,0,906,168,"1,074","9,328","9,328"
03/2004,GSN ,AWP,MP,WE,Federal Contract Tower,615,408,12,0,"1,035",0,0,0,0,0,16,"1,804",673,16,"2,509",0,0,0,0,0,162,0,162,"3,706","3,706"
03/2004,GSO ,ASO,NC,ES,Towers with Radar,"1,699","4,160","2,623",42,"8,524",0,0,0,0,0,79,209,"1,559",39,"1,886",0,0,0,0,0,672,44,716,"11,126","11,126"
03/2004,GSP ,ASO,SC,ES,Towers with Radar,617,"3,422",803,86,"4,928",0,0,0,0,0,40,131,277,63,511,0,0,0,0,0,75,47,122,"5,561","5,561"
03/2004,GTF ,ANM,MT,WE,Towers with Radar,"1,135",905,464,504,"3,008",0,0,0,0,0,0,61,960,219,"1,240",0,0,0,0,0,"1,258",306,"1,564","5,812","5,812"
03/2004,GUM ,AWP,GU,WE,Federal Contract Tower,"1,574",433,65,15,"2,087",0,0,0,0,0,35,13,562,425,"1,035",0,0,0,0,0,"1,088",309,"1,397","4,519","4,519"
03/2004,GYR ,AWP,AZ,WE,Federal Contract Tower,32,16,221,5,274,0,0,0,0,0,23,348,"5,946",303,"6,620",0,0,0,0,0,"6,068",139,"6,207","13,101","13,101"
03/2004,GYY ,AGL,IN,CE,Federal Contract Tower,41,33,696,3,773,0,0,0,0,0,24,33,909,14,980,0,0,0,0,0,"1,309",7,"1,316","3,069","3,069"
03/2004,HEF ,AEA,VA,EN,Towers with Display (VFR),0,355,"1,405",14,"1,774",0,0,0,0,0,0,233,"6,452",13,"6,698",0,0,0,0,0,"3,043",24,"3,067","11,539","11,539"
03/2004,HFD ,ANE,CT,EN,Federal Contract Tower,0,93,344,0,437,0,0,0,0,0,0,89,"2,803",6,"2,898",0,0,0,0,0,"2,304",6,"2,310","5,645","5,645"
03/2004,HGR ,AEA,MD,EN,Federal Contract Tower,0,143,351,71,565,0,0,0,0,0,0,30,"1,740",143,"1,913",0,0,0,0,0,824,64,888,"3,366","3,366"
03/2004,HHR ,AWP,CA,WE,Federal Contract Tower,0,41,695,1,737,0,0,0,0,0,0,51,"2,350",39,"2,440",0,0,0,0,0,"2,079",0,"2,079","5,256","5,256"
03/2004,HIO ,ANM,OR,WE,Towers with Display (VFR),0,486,"1,171",0,"1,657",0,0,0,0,0,0,346,"6,055",29,"6,430",0,0,0,0,0,"6,758",0,"6,758","14,845","14,845"
03/2004,HKS ,ASO,MS,CE,Federal Contract Tower,0,309,683,29,"1,021",0,0,0,0,0,0,66,"1,344",166,"1,576",0,0,0,0,0,"3,280",158,"3,438","6,035","6,035"
03/2004,HKY ,ASO,NC,ES,Federal Contract Tower,0,15,751,0,766,0,0,0,0,0,0,23,"1,296",14,"1,333",0,0,0,0,0,508,0,508,"2,607","2,607"
03/2004,HLG ,AEA,WV,CE,Federal Contract Tower,0,65,119,26,210,0,0,0,0,0,0,27,695,182,904,0,0,0,0,0,"1,754",782,"2,536","3,650","3,650"
03/2004,HLN ,ANM,MT,WE,Combination Non-Radar Approach Control & Tower w/o Radar,162,952,233,52,"1,399",0,0,0,0,0,23,213,"1,212",322,"1,770",0,0,0,0,0,"1,374",326,"1,700","4,869","4,869"
03/2004,HND ,AWP,NV,WE,Federal Contract Tower,0,0,222,0,222,0,0,0,0,0,0,858,"3,046",25,"3,929",0,0,0,0,0,"4,412",0,"4,412","8,563","8,563"
03/2004,HNL ,AWP,HI,WE,Towers with Radar,"13,612","2,206","1,449","1,212","18,479",2,10,29,40,81,402,"1,905","4,215",288,"6,810",0,98,57,203,358,406,22,428,"25,717","26,156"
03/2004,HOB ,ASW,NM,CE,Federal Contract Tower,0,215,144,16,375,0,0,0,0,0,0,62,519,22,603,0,0,0,0,0,528,30,558,"1,536","1,536"
03/2004,HOU ,ASW,TX,CE,Combined TRACON & Tower with Radar,"9,600","2,486","5,694",16,"17,796",14,315,804,562,"1,695",11,"1,148","2,055",30,"3,244",0,513,809,14,"1,336",521,0,521,"21,561","24,592"
03/2004,HPN ,AEA,NY,EN,Combined TRACON & Tower with Radar,532,"5,696","4,745",4,"10,977",0,0,71,0,71,0,0,"2,526",0,"2,526",0,0,0,0,0,"1,150",0,"1,150","14,653","14,724"
03/2004,HRL ,ASW,TX,CE,Federal Contract Tower,969,348,393,315,"2,025",0,0,0,0,0,0,0,562,0,562,0,0,0,0,0,248,827,"1,075","3,662","3,662"
03/2004,HSV ,ASO,AL,CE,Towers with Radar,535,"2,378","1,153",509,"4,575",0,0,0,0,0,62,137,816,171,"1,186",0,0,0,0,0,"1,424","1,549","2,973","8,734","8,734"
03/2004,HTS ,AEA,WV,CE,Towers with Radar,126,755,581,15,"1,477",0,0,0,0,0,0,4,571,11,586,0,0,0,0,0,"1,198",14,"1,212","3,275","3,275"
03/2004,HUF ,AGL,IN,CE,Towers with Radar,1,72,"1,096",223,"1,392",0,0,0,0,0,7,226,"1,359",419,"2,011",0,0,0,0,0,"2,520",217,"2,737","6,140","6,140"
03/2004,HUM ,ASW,LA,CE,Federal Contract Tower,0,122,343,21,486,0,0,0,0,0,0,"3,918","1,379",36,"5,333",0,0,0,0,0,608,50,658,"6,477","6,477"
03/2004,HUT ,ACE,KS,CE,Federal Contract Tower,0,32,490,173,695,0,0,0,0,0,0,85,"1,367",137,"1,589",0,0,0,0,0,"1,748",509,"2,257","4,541","4,541"
03/2004,HVN ,ANE,CT,EN,Federal Contract Tower,0,249,428,1,678,0,0,0,0,0,0,34,"1,110",10,"1,154",0,0,0,0,0,"2,515",56,"2,571","4,403","4,403"
03/2004,HWD ,AWP,CA,WE,Towers with Display (VFR),0,67,609,0,676,0,0,0,0,0,0,33,"5,287",3,"5,323",0,0,0,0,0,"5,942",20,"5,962","11,961","11,961"
03/2004,HWO ,ASO,FL,ES,Federal Contract Tower,0,0,232,0,232,0,0,0,0,0,0,0,"5,328",0,"5,328",0,0,0,0,0,"7,766",0,"7,766","13,326","13,326"
03/2004,HYA ,ANE,MA,EN,Federal Contract Tower,0,"1,460",333,1,"1,794",0,0,0,0,0,0,"4,366","1,226",5,"5,597",0,0,0,0,0,664,44,708,"8,099","8,099"
03/2004,IAD ,AEA,VA,EN,Towers with Radar,"10,280","16,099","6,572",118,"33,069",0,0,1,0,1,0,0,0,0,0,0,0,370,3,373,8,2,10,"33,079","33,453"
03/2004,IAG ,AEA,NY,CE,Federal Contract Tower,47,77,304,340,768,0,0,0,0,0,2,1,458,51,512,0,0,0,0,0,810,843,"1,653","2,933","2,933"
03/2004,IAH ,ASW,TX,CE,Combined TRACON & Tower with Radar,"23,720","19,060","1,272",13,"44,065",4,32,49,1,86,33,134,396,1,564,0,37,228,0,265,0,0,0,"44,629","44,980"
03/2004,ICT ,ACE,KS,CE,Towers with Radar,"1,225","3,480","4,107",527,"9,339",0,0,0,0,0,8,258,"2,706",23,"2,995",0,0,0,0,0,"2,355",689,"3,044","15,378","15,378"
03/2004,IDA ,ANM,ID,WE,Federal Contract Tower,48,852,182,2,"1,084",0,0,0,0,0,15,250,"1,571",15,"1,851",0,0,0,0,0,"1,524",10,"1,534","4,469","4,469"
03/2004,IFP ,AWP,AZ,WE,Federal Contract Tower,89,7,87,4,187,0,0,0,0,0,22,185,"2,098",26,"2,331",0,0,0,0,0,673,20,693,"3,211","3,211"
03/2004,ILG ,AEA,DE,EN,Towers with Display (VFR),22,273,"1,980",257,"2,532",0,0,0,0,0,0,51,"1,633",58,"1,742",0,0,0,0,0,"4,154",920,"5,074","9,348","9,348"
03/2004,ILM ,ASO,NC,EN,Towers with Radar,724,945,"1,930",341,"3,940",0,0,0,0,0,56,101,"1,808",196,"2,161",0,0,0,0,0,"1,834",617,"2,451","8,552","8,552"
03/2004,IND ,AGL,IN,CE,Towers with Radar,"6,696","7,747","2,342",105,"16,890",0,0,0,0,0,255,301,407,42,"1,005",0,0,0,0,0,0,0,0,"17,895","17,895"
03/2004,INT ,ASO,NC,ES,Federal Contract Tower,48,174,"1,348",1,"1,571",0,0,0,0,0,23,45,"1,458",19,"1,545",0,0,0,0,0,"1,134",0,"1,134","4,250","4,250"
03/2004,IPT ,AEA,PA,EN,Federal Contract Tower,0,491,315,8,814,0,0,0,0,0,0,24,717,24,765,0,0,0,0,0,702,2,704,"2,283","2,283"
03/2004,ISM ,ASO,FL,ES,Federal Contract Tower,0,271,"1,987",0,"2,258",0,0,0,0,0,1,57,"4,689",4,"4,751",0,0,0,0,0,"6,239",6,"6,245","13,254","13,254"
03/2004,ISO ,ASO,NC,EN,Federal Contract Tower,2,183,461,359,"1,005",0,0,0,0,0,5,58,"1,224",165,"1,452",0,0,0,0,0,802,560,"1,362","3,819","3,819"
03/2004,ISP ,AEA,NY,EN,Combined TRACON & Tower with Radar,"2,107",657,"1,590",27,"4,381",0,0,0,0,0,0,9,"3,344",86,"3,439",0,0,199,2,201,"5,122",418,"5,540","13,360","13,561"
03/2004,ITH ,AEA,NY,EN,Federal Contract Tower,0,776,390,4,"1,170",0,0,0,0,0,0,8,436,8,452,0,0,0,0,0,"2,438",2,"2,440","4,062","4,062"
03/2004,ITO ,AWP,HI,WE,Towers with Radar,"1,055",409,125,181,"1,770",0,0,0,0,0,82,"3,718",922,201,"4,923",0,0,0,0,0,"1,273",396,"1,669","8,362","8,362"
03/2004,IWA ,AWP,AZ,WE,Federal Contract Tower,75,147,347,407,976,0,0,0,0,0,20,495,"6,227",264,"7,006",0,0,0,0,0,"12,495",802,"13,297","21,279","21,279"
03/2004,IXD ,ACE,KS,CE,Federal Contract Tower,0,69,844,17,930,0,0,0,0,0,0,34,"1,775",76,"1,885",0,0,0,0,0,"1,902",58,"1,960","4,775","4,775"
03/2004,JAC ,ANM,WY,WE,Federal Contract Tower,330,763,505,6,"1,604",0,0,0,0,0,36,135,420,6,597,0,0,0,0,0,397,0,397,"2,598","2,598"
03/2004,JAN ,ASO,MS,CE,Towers with Radar,"1,003","1,534","1,220",581,"4,338",0,0,0,0,0,89,113,406,124,732,0,0,0,0,0,253,"2,415","2,668","7,738","7,738"
03/2004,JAX ,ASO,FL,ES,Towers with Radar,"4,124","3,327","1,605",418,"9,474",0,0,0,0,0,189,166,399,195,949,0,0,0,0,0,288,625,913,"11,336","11,336"
03/2004,JEF ,ACE,MO,CE,Federal Contract Tower,0,23,557,36,616,0,0,0,0,0,0,23,897,142,"1,062",0,0,0,0,0,582,110,692,"2,370","2,370"
03/2004,JFK ,AEA,NY,EN,Combined TRACON & Tower with Radar,"23,263","1,843",297,25,"25,428",0,0,0,0,0,0,96,150,7,253,47,179,"3,099",56,"3,381",0,0,0,"25,681","29,062"
03/2004,JLN ,ACE,MO,CE,Federal Contract Tower,0,251,436,0,687,0,0,0,0,0,4,34,"1,244",10,"1,292",0,0,0,0,0,"1,284",0,"1,284","3,263","3,263"
03/2004,JNU ,AAL,AK,WE,Towers with Display (VFR),621,112,46,18,797,0,0,0,0,0,37,"3,122",651,70,"3,880",0,0,0,0,0,688,24,712,"5,389","5,389"
03/2004,JQF ,ASO,NC,ES,Federal Contract Tower,0,704,"1,631",0,"2,335",0,0,0,0,0,0,106,"2,251",7,"2,364",0,0,0,0,0,"1,218",0,"1,218","5,917","5,917"
03/2004,JVL ,AGL,WI,CE,Federal Contract Tower,0,286,290,0,576,0,0,0,0,0,12,91,"1,945",10,"2,058",0,0,0,0,0,"2,673",0,"2,673","5,307","5,307"
03/2004,JXN ,AGL,MI,CE,Federal Contract Tower,0,23,762,1,786,0,0,0,0,0,0,22,"1,164",21,"1,207",0,0,0,0,0,"1,726",0,"1,726","3,719","3,719"
03/2004,KOA ,AWP,HI,WE,Federal Contract Tower,"1,788",207,326,112,"2,433",0,0,0,0,0,75,"1,313","1,461",72,"2,921",0,0,0,0,0,"4,611",740,"5,351","10,705","10,705"
03/2004,KWA ,AWP,MH,WE,Towers with Radar,91,314,0,55,460,0,0,0,0,0,13,114,3,211,341,0,0,0,0,0,18,102,120,921,921
03/2004,LAF ,AGL,IN,CE,Towers with Display (VFR),0,19,"1,241",0,"1,260",0,0,0,0,0,3,17,"2,747",6,"2,773",0,0,0,0,0,"7,178",4,"7,182","11,215","11,215"
03/2004,LAL ,ASO,FL,ES,Federal Contract Tower,0,93,"1,437",93,"1,623",0,0,0,0,0,4,36,"5,021",97,"5,158",0,0,0,0,0,"3,678",213,"3,891","10,672","10,672"
03/2004,LAN ,AGL,MI,CE,Towers with Radar,"1,021","1,454","1,241",97,"3,813",0,0,0,0,0,38,14,"1,142",28,"1,222",0,0,0,0,0,"2,412",172,"2,584","7,619","7,619"
03/2004,LAS ,AWP,NV,WE,Combined TRACON & Tower with Radar,"31,457","2,977","5,210",184,"39,828",0,68,0,0,68,17,"9,714","1,693",61,"11,485",0,"1,988",0,0,"1,988",0,0,0,"51,313","53,369"
